customer_msg,agent_msg
호텔 헬스장 운동복 빌려주나요?,"피트니스 센터 이용 시 운동복이랑 운동화 대여 가능한지, 개별 지참해야 하는지 알려주세요."
가이드님 카톡 아이디 미리 알 수 있나요?,"손님들이 출발 전에 가이드분과 소통 원하시는데 카톡 아이디나 연락처 공유 가능할까요?"
골프장에 드라이빙 레인지 있나요? 몸 좀 풀게,"라운딩 전 연습 가능한 드라이빙 레인지나 연습 그린 있는지 확인 부탁드려요."
호텔 미니바 공짜인가요?,"객실 미니바 음료 및 스낵 무료(컴플리멘터리)인지, 유료인지 정확한 안내 부탁드립니다."
투어 끝나고 공항 가기 전에 씻을 데 있나요?,"마지막 날 투어 종료 후 공항 이동 전에 샤워 가능한 곳 들를 수 있는지 확인해주세요."
현지 식당에 아기 의자 있나요?,"일정에 포함된 식당들에 유아용 하이체어 구비되어 있는지 체크 부탁드려요."
호텔 뷰가 시티뷰에요 오션뷰에요?,"확정된 객실 전망이 시티뷰인지 오션뷰인지, 파셜 오션뷰인지 정확히 확인 부탁드립니다."
골프 칠 때 카트 페어웨이 진입 되나요?,"해당 골프장 카트가 페어웨이 안까지 진입 가능한지, 카트 도로로만 다녀야 하는지 확인해주세요."
호텔에 한국 채널 나오는 TV 있나요?,"객실 TV에서 한국 방송 채널 시청 가능한지 확인 부탁드려요."
투어 중에 화장실 자주 갈 수 있나요?,"이동 중 화장실 이용이 용이한지, 휴게소는 자주 들르는지 어르신들이 걱정하십니다."
호텔 와이파이 무료인가요?,"객실 및 로비 와이파이 무료 이용 가능한지, 접속 비번 따로 있는지 확인해주세요."
골프장 벙커 정리 직접 해야 하나요?,"벙커 정리는 캐디가 해주는지 플레이어가 직접 해야 하는지(노캐디의 경우) 확인 부탁드려요."
호텔에 흡연실 따로 있나요? 방에서는 안되죠?,"객실 내 흡연 절대 불가죠? 호텔 내 지정 흡연 구역 위치 확인 부탁드려요."
투어 차량에 짐 싣고 다녀도 안전한가요?,"투어 중 캐리어를 차량에 보관할 경우 도난 우려 없이 안전한지 기사님께 주의 당부 부탁드려요."
호텔 조식에 김치나 밥 있나요?,"조식 뷔페에 한식 코너나 김치 제공되는지 어르신들 위해 확인 부탁드립니다."
골프장 샤워실에 탕 있나요?,"골프장 락커룸 사우나에 온탕/냉탕 시설 있는지 손님들이 물어보시네요."
호텔 체크아웃 시간 연장 되나요?,"레이트 체크아웃 가능한지, 가능하다면 몇 시까지고 추가 비용은 얼마인지 확인해주세요."
투어 때 배 타면 구명조끼 주나요?,"승선 시 구명조끼 인원수대로 지급되는지, 아동용 사이즈도 있는지 안전 점검 부탁드려요."
호텔에 얼음 기계 있나요?,"층마다 제빙기(아이스 머신) 있는지, 아니면 룸서비스로 요청해야 하는지 확인해주세요."
골프장 근처에 마사지 샵 있나요?,"라운딩 후 바로 갈 수 있는 골프장 근처 마사지 샵 추천 및 예약 가능할까요?"
호텔 방끼리 전화 되나요?,"일행분들 객실 간 내선 통화 가능한지, 방 번호만 누르면 되는지 알려주세요."
투어 식사 메뉴 미리 알 수 있나요?,"일정상 식사 메뉴 리스트 미리 받아볼 수 있을까요? 못 드시는 음식 있는지 체크하려고요."
호텔에 짐 무게 재는 저울 있나요?,"로비에 수하물 무게 측정용 저울 비치되어 있는지 확인 부탁드려요."
골프장 잔디가 양잔디에요?,"골프장 잔디 종류가 양잔디인지 한국 잔디(중지)인지 손님들이 궁금해하십니다."
호텔에서 공항까지 셔틀버스 있나요?,"호텔 자체 공항 셔틀버스 운행하는지, 시간표랑 이용 방법 확인해주세요."
투어 가이드님 한국 사람인가요?,"배정된 가이드분이 한국인인지, 한국어 가능한 현지인인지 정확히 안내 부탁드려요."
성인 4명에 아동 2명인데 견적 좀 뽑아주세요,"성인 4분, 아동 2분(만 5세, 8세) 총 6분 견적 요청하십니다. 아동 요금 적용 여부랑 총액 확인 부탁드려요."
비즈니스석으로 업그레이드하면 얼마 더 내야 해요?,"항공 좌석 비즈니스 클래스로 업그레이드 시 추가 비용 얼마인지 확인 부탁드립니다. 좌석 여유 있는지도 같이 봐주세요."
트윈 베드 말고 더블 베드로 확정해줄 수 있나요?,"부부 여행이라 더블 베드 룸으로 확정 원하시는데 가능할까요? 호텔 측에 개런티 요청 부탁드려요."
골프 칠 때 2인 플레이 하면 추가 요금 있나요?,"2인 라운딩 시 조인 없이 진행하면 카트비나 캐디피 추가되는 부분 있는지 정확한 비용 안내 부탁드립니다."
패키지에 마사지 포함되어 있는 거 맞죠?,"일정표상 전신 마사지 1시간 포함 맞는지, 팁은 별도인지 손님들이 재확인 요청하셨습니다."
현지에서 달러 쓸 수 있나요 아니면 환전해가야 하나요?,"현지 상점이나 식당에서 달러 통용되는지, 아니면 현지 화폐 환전 필수인지 팁 좀 주세요."
호텔 수영장 이용 시간은 어떻게 되나요?,"호텔 수영장 운영 시간(오픈/마감)이랑 수영모 착용 필수인지 확인 부탁드려요."
커넥팅 룸으로 배정 가능한가요? 애들이 있어서요,"가족 여행이라 객실 두 개가 연결된 커넥팅 룸 요청하십니다. 확정은 어렵더라도 리퀘스트 꼭 좀 넣어주세요."
골프채 렌탈 비용이 하루에 얼마에요?,"현지 골프채 렌탈 비용(1일/18홀 기준)이랑 풀세트 구성인지 확인 부탁드립니다."
비행기 수하물 23키로 넘으면 돈 더 내야 하죠?,"위탁 수하물 허용량 23kg 초과 시 kg당 추가 요금 규정 어떻게 되는지 항공사 기준 확인해주세요."
호텔 조식 포함인가요 불포함인가요?,"이번 견적에 호텔 조식 포함 여부 다시 한번 확인 부탁드려요. 불포함이면 추가 비용도 알려주세요."
현지 가이드 팁은 의무인가요?,"가이드/기사 경비 외에 매너 팁은 자율인지, 아니면 관례상 정해진 금액이 있는지 안내 부탁드립니다."
방에서 바다 보이는 오션뷰로 하면 얼마 추가돼요?,"스탠다드 룸에서 오션뷰로 업그레이드 시 박당 추가 요금 견적 부탁드려요."
골프장 티업 시간 오전 8시로 잡아줄 수 있나요?,"라운딩 티오프 시간 오전 8시 전후로 확정 가능한지 골프장 부킹 상황 체크 부탁드립니다."
여행자 보험은 들어주시는 거죠?,"패키지 상품에 여행자 보험 가입 포함되어 있는지, 보장 내역서는 언제 받을 수 있는지 확인해주세요."
공항 픽업 차량은 우리만 타는 건가요?,"공항 미팅 후 호텔 이동 시 단독 차량 이용인지, 다른 팀이랑 조인해서 가는지 손님들이 궁금해하십니다."
호텔에 엑스트라 베드 추가 비용 얼마에요?,"인원 추가로 엑스트라 베드 요청 시 1박당 비용이랑 조식 포함 여부 확인 부탁드려요."
현지 유심칩 미리 사가는 게 낫나요?,"데이터 사용 관련해서 한국에서 유심 사가는 게 나을지 현지 공항에서 구매하는 게 저렴할지 추천해주세요."
골프장 카트비랑 캐디피는 포함인가요?,"상품가에 그린피 외에 카트비, 캐디피도 포함인지 현장 별도 지불인지 정확히 구분해서 알려주세요."
비행기 좌석 미리 지정할 수 있나요?,"항공권 발권 후 사전 좌석 지정 가능한지, 유료 좌석 구매해야 하는지 확인 부탁드립니다."
호텔 근처에 마트나 편의점 있나요?,"투숙 호텔 도보 거리에 이용 가능한 마트나 편의점 위치 확인 부탁드려요."
패키지 일정 중에 쇼핑센터 몇 군데 가나요?,"이번 일정에 쇼핑센터 방문 횟수 정확히 몇 회인지, 품목은 뭔지 손님들께 미리 고지해야 해서요."
현지 전압 220V 쓰나요?,"현지 콘센트 전압 220V 그대로 사용 가능한지, 돼지코(어댑터) 챙겨야 하는지 확인해주세요."
골프장 2인 1카트인가요 4인 1카트인가요?,"카트 운영 방식이 2인 1카트인지 4인 1카트인지, 1인 카트 사용 시 추가금 있는지 알려주세요."
호텔 체크인 시간보다 일찍 들어가도 되나요?,"얼리 체크인 가능한지, 비용 발생한다면 얼마인지 호텔 측에 문의 부탁드립니다."
현지 날씨 비 오면 골프 취소 되나요?,"우천 시 골프 라운딩 취소/환불 규정 어떻게 되는지 미리 안내 부탁드려요."
비행기 기내식 나오나요?,"해당 항공편 기내식 제공 여부랑 키즈밀 신청 가능한지 확인해주세요."
호텔 수영장에 구명조끼 빌려주나요?,"호텔 수영장에서 아동용 구명조끼나 튜브 대여 서비스 있는지 확인 부탁드립니다."
골프장 캐디 팁은 얼마 줘야 해요?,"라운딩 종료 후 캐디 팁은 보통 얼마 정도 주면 적당한지(18홀 기준) 가이드라인 알려주세요."
현지에서 마사지 추가로 더 받을 수 있나요?,"기본 일정 외에 마사지 추가 진행 가능한지, 비용은 현지에서 지불하면 되는지 확인해주세요."
호텔 방에 전자레인지 있나요?,"이유식 때문에 객실 내 전자레인지 필요한데 비치되어 있는지, 로비에서 사용 가능한지 체크 부탁드려요."
공항 샌딩 시간 늦출 수 있나요?,"귀국일 공항 이동 시간을 좀 늦춰서 자유 시간 더 가질 수 있는지 차량 스케줄 확인해주세요."
현지 식당 물 갈아 마셔도 되나요?,"식당에서 제공하는 물 마셔도 배탈 안 나는지, 생수 사 먹어야 하는지 주의사항 안내 부탁드려요."
골프백 항공 커버 없는데 어떻게 해요?,"골프백 항공 커버 필수인지, 공항에서 유상 포장 서비스 이용 가능한지 알려주세요."
호텔 보증금 카드로 결제했다 취소 되나요?,"체크인 시 디파짓 카드 결제 후 취소 처리 기간 얼마나 걸리는지 손님께 안내 부탁드려요."
현지에서 렌트카 빌려서 다녀도 되나요?,"자유 일정 때 렌트카 이용 원하시는데 국제면허증 통용되는지, 기사 포함 렌트가 나은지 조언해주세요."
비행기 탈 때 액체류 얼마나 가져갈 수 있어요?,"기내 반입 액체류 용량 제한(100ml)이랑 위탁 수하물 규정 다시 한번 정리해서 보내주세요."
호텔 조식 메뉴에 한식도 나오나요?,"조식 뷔페에 김치나 밥, 국 같은 한식 메뉴 일부라도 나오는지 어르신들이 궁금해하십니다."
골프장 그늘집 비용 비싼가요?,"그늘집 식음료 대략적인 가격대랑 현금 결제만 가능한지 확인 부탁드려요."
현지 치안 밤에 돌아다녀도 안전한가요?,"호텔 주변 치안 상태 어떤지, 야간에 산책이나 편의점 다녀와도 괜찮은지 알려주세요."
호텔 룸 업그레이드 비용 깎아줄 수 있나요?,"스위트룸 업그레이드 비용 네고 가능한지, 프로모션 적용 안 되는지 호텔 측 확인 부탁드려요."
현지 유심 한국에서 사가는 게 싸요?,"유심 구매 팁 좀 주세요. 한국 인터넷 구매랑 현지 공항 구매 중 어디가 더 저렴하고 데이터 잘 터지나요?"
골프장 주말 티업 시간 잡기 힘든가요?,"주말 라운딩 원하시는데 티오프 시간 확보 가능한지, 대기 걸어야 하는지 상황 알려주세요."
호텔 어메니티 칫솔 치약 주나요?,"요즘 일회용품 줄이기 때문에 칫솔/치약 제공 안 하는 곳 많던데 여기 호텔은 어떤지 확인해주세요."
현지에서 카드 결제 잘 받아주나요?,"로컬 식당이나 마사지 샵에서 신용카드 사용 원활한지, 현금 위주로 준비해야 하는지 알려주세요."
비행기 마일리지 적립 가능한 티켓인가요?,"이번 그룹 항공권 마일리지 적립 가능한 클래스인지, 적립률은 몇 프로인지 확인 부탁드립니다."
호텔 수영장 물 따뜻한가요?,"온수풀 가동되는지, 수온이 아이들 놀기에 적당한지 체크 부탁드려요."
골프장 3인 플레이 하면 조인되나요?,"3인 팀인데 모르는 사람 1명 조인되는지, 아니면 3인끼리만 칠 수 있는지(추가금 여부) 확인해주세요."
현지 기념품 살만한 곳 추천해주세요,"쇼핑 강요 없는 곳으로 현지 특산품이나 기념품 살 만한 쇼핑몰이나 마트 추천 부탁드려요."
호텔 체크아웃 하고 짐 맡길 수 있나요?,"체크아웃 후 투어 전까지 캐리어 호텔에 보관 가능한지 확인 부탁드립니다."
"패키지 말고 자유여행 견적도 봐주시나요?","패키지 상품 외에 에어텔이나 자유여행(FIT) 맞춤 견적도 진행 가능한지 확인 부탁드립니다."
"호텔 조식 뷔페 말고 룸서비스로 먹을 수 있나요?","조식 쿠폰으로 룸서비스 대체 가능한지, 아니면 추가 비용 내고 변경해야 하는지 확인해주세요."
"골프장 카트가 페어웨이 진입 안 되면 너무 힘든데","카트 페어웨이 진입 불가 시 노약자분들 이동 지원 가능한 서비스(도우미 등) 있는지 확인 부탁드려요."
"비행기 좌석 맨 앞자리로 해주세요 다리가 길어서","벌크헤드(맨 앞) 좌석 배정 가능한지, 유료 좌석이라면 비용 얼마인지 확인해서 안내해주세요."
"현지에서 유모차 빌릴 수 있나요? 가져가기 귀찮아서","호텔이나 관광지에서 유모차 대여 서비스 이용 가능한지, 상태는 깨끗한지 체크 부탁드립니다."
"호텔 수영장에 미끄럼틀 있나요? 애들이 좋아해서","투숙 예정인 리조트 수영장에 워터 슬라이드나 키즈 풀 시설 있는지 확인해주세요."
"골프 칠 때 반바지 입으려면 긴 양말 신어야 하나요?","반바지 착용 시 무릎까지 오는 니삭스 필수인지, 발목 양말도 허용되는지 복장 규정 확인 부탁드려요."
"패키지 일정에 쇼핑 3번이나 있던데 다 가야 하나요?","쇼핑센터 방문 의무인지, 원치 않으면 차에서 대기하거나 다른 일정 대체 가능한지 조심스럽게 확인해주세요."
"현지 가이드 팁 달러로 준비해야 하나요?","가이드/기사 경비 지불 시 달러만 받는지, 원화나 현지 화폐도 가능한지 환율 적용 확인 부탁드려요."
"호텔 방에 넷플릭스 나오나요?","객실 스마트 TV로 넷플릭스나 유튜브 시청 가능한지(개인 계정 로그인 필요 여부) 확인해주세요."
"비행기 출발 시간 변경될 수도 있나요?","전세기(차터) 편이라 출발 시간 변동 가능성 있는지, 확정 스케줄 언제 나오는지 안내 부탁드립니다."
"골프장 그늘집 메뉴판 좀 미리 볼 수 있을까요?","그늘집 식사 메뉴랑 가격대 미리 파악하고 싶어 하시는데 메뉴판 사진이나 정보 공유 가능할까요?"
"현지에서 마사지 받을 때 팁 얼마나 줘야 해요?","통상적인 마사지 팁(1시간/2시간 기준) 적정 금액 안내 부탁드려요. 달러/현지 화폐 기준으루요."
"호텔 체크인 할 때 보증금 현금으로 내도 되나요?","디파짓 신용카드 없이 현금(달러/현지 화폐)으로 지불 가능한지, 체크아웃 시 바로 돌려받는지 확인해주세요."
"패키지 식사 메뉴 변경 가능한가요? 해산물 못 먹어서","일정상 포함된 씨푸드 식사를 육류나 다른 메뉴로 대체 가능한지 식당 측과 조율 부탁드립니다."
"현지 유심 데이터 무제한인가요?","공항에서 구매/제공되는 유심이 데이터 무제한 상품인지, 용량 제한 있는지 속도는 어떤지 확인해주세요."
"골프장 락커룸에 사우나 시설 있나요?","라운딩 후 이용할 락커룸에 온탕/냉탕 사우나 시설 완비되어 있는지 손님들이 중요하게 생각하십니다."
"비행기 탈 때 기내식 미리 신청해야 하나요?","LCC 항공편이라 기내식 유료 사전 신청해야 하는지, 현장 주문 가능한 메뉴 있는지 확인해주세요."
"호텔 근처에 야시장 있나요? 밤에 가보게요","호텔에서 도보나 차량으로 이동 가능한 거리에 야시장 있는지, 운영 시간은 어떻게 되는지 알려주세요."
"패키지 포함 내역에 가이드 경비 빠져 있는 거 맞죠?","상품가 외에 현지에서 지불해야 할 가이드/기사 경비(불포함 내역) 정확한 금액 인당 얼마인지 재확인 부탁드려요."
"현지 날씨가 많이 덥나요? 긴팔 필요 없나요?","현재 현지 기온이랑 옷차림 팁 좀 주세요. 실내 에어컨 때문에 얇은 긴팔 필요한지도요."
"골프장 캐디는 1인 1캐디인가요?","캐디 배정 시스템이 1인 1캐디인지, 2인 1캐디인지, 선택 가능한지 확인 부탁드립니다."
"호텔 방에 벌레 나오면 바꿔주나요?","동남아라 벌레 걱정하시는데 방역 상태 어떤지, 문제 발생 시 즉시 룸 체인지 가능한지 확인해주세요."
"비행기 좌석 비상구 쪽으로 배정해줄 수 있나요?","비상구 좌석(엑시트 로우) 사전 배정 가능한지, 현장 카운터에서만 요청 가능한지 확인 부탁드려요."
"현지에서 환전할 때 여권 필요한가요?","사설 환전소나 호텔 환전 시 여권 원본 지참 필수인지 사본도 가능한지 알려주세요."
"호텔 수영장 물 깊이가 얼마나 되나요?","수영장 수심이 성인 가슴 높이 정도인지, 깊은 곳은 얼마나 되는지 안전상 확인 부탁드립니다."
"골프장 티업 시간 10분만 늦출 수 있나요?","이동 시간 고려해서 티오프 시간 10분 정도 뒤로 조정 가능한지 골프장 측 양해 구해주세요."
"패키지 일정 너무 빡빡하지 않게 조정 되나요?","어르신들 동반이라 여유로운 일정 원하시는데, 무리한 옵션이나 쇼핑 제외하고 힐링 위주로 진행 가능한지 봐주세요."
"현지 식당 김치 반입 되나요?","현지 식당 이용 시 개별적으로 가져간 김치나 밑반찬 꺼내 먹어도 되는지(콜키지 프리?) 확인해주세요."
"호텔 방에 다리미판 있나요? 셔츠 다려 입어야 해서","객실 내 다리미 세트 비치 여부 확인 부탁드려요. 없으면 하우스키핑 요청 시 가져다주는지요."
"비행기 연착되면 픽업 기사님 기다려주나요?","항공편 지연 도착 시 픽업 기사님 대기 시간 규정 어떻게 되는지, 추가 비용 없는지 확인해주세요."
"골프장 근처 맛집 추천 좀 해주세요","라운딩 후 점심 식사할 만한 골프장 근처 현지 맛집 리스트업 좀 부탁드립니다."
"호텔 체크아웃 하고 수영장 이용 되나요?","체크아웃 후에도 비행기 시간 전까지 수영장이나 샤워 시설 이용 가능한지 호텔 규정 확인해주세요."
"현지에서 렌트카 기사 포함해서 빌리면 얼마에요?","하루(8시간/10시간) 기준 기사 포함 차량 렌트 비용 견적 부탁드려요. 유류비, 팁 포함인지도요."
"패키지 선택관광 리스트랑 가격 미리 볼 수 있나요?","현지에서 진행 가능한 옵션 투어 종류랑 가격표 미리 공유 부탁드립니다. 예산 짜신다고 하네요."
"호텔 조식 6시부터 먹을 수 있나요? 골프 때문에","조식 오픈 시간이 6시인지 6시 반인지 확인해주세요. 티업 시간 맞추려면 일찍 드셔야 해서요."
"비행기 탈 때 배터리 위탁수하물로 보내면 안 되죠?","보조배터리랑 라이터 위탁 수하물 절대 금지 규정 손님들께 다시 한번 공지용으로 정리해주세요."
"골프장 잔디 상태 요즘 어떤가요?","최근 해당 골프장 페어웨이랑 그린 관리 상태(에어레이션 작업 여부 등) 피드백 좀 주세요."
"호텔 방음 잘 되나요? 잠귀가 밝아서","투숙 호텔 방음 컨디션 어떤지, 가능하다면 엘리베이터랑 먼 조용한 방으로 배정 요청 부탁드려요."
"현지 병원 갈 일 생기면 가이드가 도와주나요?","응급 상황 발생 시 가이드분이 병원 동행 및 통역 지원 가능한지 안전 매뉴얼 확인해주세요."
"패키지 쇼핑 물건 안 사도 눈치 안 주나요?","쇼핑 강매 절대 없어야 한다고 신신당부하십니다. 가이드분께 부담 주지 말라고 꼭 좀 전해주세요."
"호텔 와이파이 도시락보다 빠른가요?","호텔 와이파이 속도가 업무 볼 정도로 안정적인지, 아니면 포켓 와이파이(도시락) 따로 챙겨가는 게 나을지 조언해주세요."
"골프장 캐디 지정 가능한가요? 잘하는 사람으로","경기 진행 매끄럽고 라이 잘 보는 베테랑 캐디로 지정 배정 가능한지(지정비 별도?) 확인 부탁드려요."
"비행기 좌석 등받이 고장 나면 바꿔주나요?","기내 좌석 모니터나 등받이 불량 시 승무원에게 요청하면 자리 이동 가능한지 여쭤보시네요."
"현지 과일 칼 기내 반입 안 되죠?","과도 위탁 수하물로만 가능한 거 맞죠? 기내 들고 타다가 걸리면 뺏기니까 주의사항 알려주세요."
"호텔 룸서비스 메뉴판 한국어 있나요?","룸서비스 메뉴판에 한국어 표기나 사진 있는지, 주문할 때 언어 소통 문제없을지 확인해주세요."
"골프장 샤워실 드라이기 바람 쎈가요?","사우나 파우더룸 드라이기 풍량 약하면 개인 드라이기 챙겨가신다는데 어떤지 알 수 있을까요?"
"패키지 일정표랑 실제 진행이랑 많이 다른가요?","현지 사정에 따라 일정 순서 변경될 수 있는지, 빠지는 일정 없이 다 진행되는지 확답 부탁드려요."
"현지에서 한국 소주 파나요? 비싼가요?","현지 식당이나 마트에서 소주 판매 가격대가 대략 얼마인지, 팩소주 챙겨가는 게 이득인지 알려주세요."
"호텔 수영장 타월 무료로 주나요?","수영장 이용 시 비치 타월 무료 대여인지, 객실 타월 가져가야 하는지 이용 수칙 확인 부탁드립니다."
"호텔 조식 포함된 패키지인가요? 아동도 무료인가요?","이번 견적에 호텔 조식 포함 여부랑 아동(만 6세) 조식 비용 별도인지 확인 부탁드려요."
"골프장 카트비랑 캐디피는 현장 지불인가요?","상품가 외에 현지에서 지불해야 할 카트비, 캐디피 정확한 금액(18홀 기준) 안내 부탁드립니다."
"비행기 좌석 맨 앞자리로 지정 가능한가요?","항공권 발권 시 벌크헤드(맨 앞) 좌석 배정 가능한지, 유료라면 얼마인지 확인해주세요."
"패키지 일정에 쇼핑센터 몇 군데 가나요?","이번 일정에 쇼핑센터 방문 횟수 정확히 몇 회인지, 어떤 품목 파는 곳인지 미리 알려주세요."
"현지 가이드 팁은 얼마 정도 준비하면 되나요?","가이드/기사 경비 외에 매너 팁은 보통 얼마 정도 주는지(달러/현지 화폐) 가이드라인 부탁드려요."
"호텔 수영장 이용 시간은 어떻게 되나요?","호텔 수영장 오픈/마감 시간이랑 수영모 착용 필수인지 확인해서 알려주세요."
"골프 칠 때 2인 플레이 보장되나요?","2인 부부 팀인데 조인 없이 2인 플레이 확정 가능한지, 추가 비용 발생하는지 확인 부탁드립니다."
"여행자 보험 보장 내역 좀 보내주세요","패키지 포함된 여행자 보험 보장 한도(상해/질병)랑 약관 파일로 받아볼 수 있을까요?"
"현지 전압 220V 그대로 쓰면 되나요?","현지 콘센트 모양이랑 전압 한국이랑 같은지, 돼지코(어댑터) 챙겨야 하는지 확인해주세요."
"비행기 기내식 나오나요? 키즈밀 신청 되나요?","해당 항공편 기내식 제공 여부랑 아동용 기내식(키즈밀) 사전 신청 방법 알려주세요."
"호텔 방에 엑스트라 베드 추가하면 얼마에요?","인원 추가로 엑스트라 베드 넣을 경우 1박당 추가 요금이랑 조식 포함 여부 견적 부탁드려요."
"공항 픽업 차량은 우리끼리만 타나요?","공항 미팅 후 호텔 이동 시 단독 차량 배정인지, 다른 팀이랑 합승인지 확인해주세요."
"현지 유심칩 공항에서 살 수 있나요?","현지 공항 도착해서 유심 구매 가능한지, 아니면 한국에서 미리 사가는 게 나을지 추천해주세요."
"골프채 렌탈 비용은 하루에 얼마인가요?","현지 골프채 렌탈 비용(1일/18홀 기준)이랑 보유 클럽 상태 어떤지 확인 부탁드립니다."
"호텔 근처에 편의점이나 마트 있나요?","투숙 호텔에서 도보로 갈 수 있는 편의점이나 대형 마트 위치 확인해주세요."
"패키지 식사 메뉴 변경 가능한가요?","일정상 포함된 식사 중 현지식 못 드시는 분이 계셔서 한식으로 변경 가능한지 조율 부탁드려요."
"현지 날씨 비 오면 골프 취소 환불 되나요?","우천 시 골프 라운딩 취소 규정(환불/대체 일정) 어떻게 되는지 미리 안내 부탁드립니다."
"비행기 수하물 무게 제한이 몇 키로에요?","위탁 수하물 허용량(23kg?)이랑 골프백 합산 규정 정확히 확인해서 알려주세요."
"호텔 체크인 시간보다 일찍 들어갈 수 있나요?","도착 시간이 일러서 얼리 체크인 가능한지, 비용 발생한다면 얼마인지 호텔에 문의 부탁드려요."
"선택관광 리스트랑 가격표 미리 볼 수 있나요?","현지에서 진행하는 옵션 투어 종류랑 가격대 미리 파악하고 싶어 하시는데 자료 공유 가능할까요?"
"현지 환전은 달러로 가져가서 하는 게 좋나요?","환전 팁 좀 주세요. 한국에서 달러로 바꿔가서 현지 화폐로 바꾸는 게 유리한가요?"
"골프장 티업 시간 오전으로 잡아줄 수 있나요?","라운딩 티오프 시간 오전 8시 전후로 확정 가능한지 골프장 부킹 상황 체크 부탁드립니다."
"호텔 방에서 바다 보이는 뷰로 하면 비싼가요?","오션뷰 객실로 업그레이드 시 박당 추가 요금 견적 부탁드려요."
"패키지 일정 너무 빡빡하지 않게 조정 되나요?","어르신들 모시고 가는 거라 여유로운 일정 원하시는데, 쇼핑 좀 줄이고 휴식 시간 늘릴 수 있을까요?"
"현지 식당 물 갈아 마셔도 안전한가요?","식당에서 주는 물 마셔도 배탈 안 나는지, 생수 사 먹어야 하는지 주의사항 알려주세요."
"비행기 마일리지 적립 되는 티켓인가요?","이번 그룹 항공권 마일리지 적립 가능한 클래스인지, 적립률은 어떻게 되는지 확인 부탁드립니다."
"호텔 어메니티 칫솔 치약 제공 되나요?","객실 비품에 칫솔, 치약 포함되어 있는지 아니면 개별 준비해야 하는지 확인해주세요."
"골프장 그늘집 비용은 얼마나 나오나요?","그늘집 식음료 대략적인 가격대랑 현금 결제만 가능한지 미리 알고 싶어 하십니다."
"현지 치안 밤에 돌아다녀도 괜찮나요?","호텔 주변 치안 상태 어떤지, 야간에 산책이나 편의점 다녀와도 안전한지 알려주세요."
"호텔 룸서비스 24시간 이용 가능한가요?","심야에 배고플 때 룸서비스 주문 가능한지 운영 시간 확인 부탁드려요."
"패키지 포함된 마사지 팁은 별도인가요?","일정에 포함된 전신 마사지 팁은 불포함인지, 얼마 정도 줘야 하는지 안내 부탁드립니다."
"현지 유심 데이터 무제한 상품인가요?","공항에서 제공해주시는 유심이 데이터 무제한인지, 용량 제한 있는지 속도는 어떤지 확인해주세요."
"골프장 락커룸에 사우나 시설 있나요?","라운딩 후 씻을 때 온탕/냉탕 사우나 이용 가능한지 손님들이 궁금해하십니다."
"비행기 탈 때 액체류 반입 규정 알려주세요","기내 반입 액체류 용량 제한(100ml)이랑 위탁 수하물 규정 다시 한번 정리해서 보내주세요."
"호텔 조식 메뉴에 한식도 나오나요?","조식 뷔페에 김치나 밥, 국 같은 한식 메뉴 일부라도 나오는지 어르신들이 물어보시네요."
"공항 샌딩 시간 늦출 수 있나요?","귀국일 공항 이동 시간을 좀 늦춰서 자유 시간 더 가질 수 있는지 차량 스케줄 확인해주세요."
"현지에서 렌트카 기사 포함해서 빌릴 수 있나요?","하루 정도 기사 포함 차량 렌트해서 자유 일정 보내고 싶어 하시는데 견적 부탁드려요."
"호텔 수영장에 구명조끼나 튜브 있나요?","호텔 수영장에서 아동용 구명조끼나 튜브 무료 대여 가능한지 확인해주세요."
"골프장 캐디는 1인 1캐디인가요?","캐디 배정 시스템이 1인 1캐디인지, 2인 1캐디인지, 선택 가능한지 확인 부탁드립니다."
"비행기 좌석 비상구 쪽으로 배정 가능한가요?","다리가 불편하셔서 비상구 좌석(엑시트 로우) 원하시는데 사전 배정 가능한지 확인해주세요."
"현지 과일 칼 기내 반입 안 되죠?","과도 위탁 수하물로만 가능한 거 맞죠? 기내 들고 타다가 걸리면 뺏기니까 주의사항 알려주세요."
"호텔 룸서비스 메뉴판 한국어 있나요?","룸서비스 메뉴판에 한국어 표기나 사진 있는지, 주문할 때 언어 소통 문제없을지 확인해주세요."
"골프장 샤워실 드라이기 바람 쎈가요?","사우나 파우더룸 드라이기 풍량 약하면 개인 드라이기 챙겨가신다는데 어떤지 알 수 있을까요?"
"패키지 일정표랑 실제 진행이랑 많이 다른가요?","현지 사정에 따라 일정 순서 변경될 수 있는지, 빠지는 일정 없이 다 진행되는지 확답 부탁드려요."
"현지에서 한국 소주 파나요? 비싼가요?","현지 식당이나 마트에서 소주 판매 가격대가 대략 얼마인지, 팩소주 챙겨가는 게 이득인지 알려주세요."
"호텔 수영장 타월 무료로 주나요?","수영장 이용 시 비치 타월 무료 대여인지, 객실 타월 가져가야 하는지 이용 수칙 확인 부탁드립니다."
"비행기 출발 시간 변경될 수도 있나요?","전세기(차터) 편이라 출발 시간 변동 가능성 있는지, 확정 스케줄 언제 나오는지 안내 부탁드립니다."
"골프장 그늘집 메뉴판 좀 미리 볼 수 있을까요?","그늘집 식사 메뉴랑 가격대 미리 파악하고 싶어 하시는데 메뉴판 사진이나 정보 공유 가능할까요?"
